Время	ТМИ
181.183	60.395672
181.193	60.152988
181.204	60.152988
181.213	60.152988
181.223	60.152988
181.234	60.152988
181.243	60.395672
181.254	60.152988
181.264	60.152988
181.273	60.152988
181.284	60.152988
181.294	60.152988
181.303	60.395672
181.314	60.152988
181.323	60.152988
181.333	60.152988
181.344	60.152988
181.353	60.152988
181.364	60.395672
181.374	60.152988
181.383	60.152988
181.394	60.152988
181.404	60.152988
181.413	60.152988
181.424	60.395672
181.433	60.152988
181.443	60.152988
181.454	60.152988
181.463	60.152988
181.473	60.152988
181.484	60.395672
181.493	60.152988
181.504	60.152988
181.514	60.152988
181.523	60.152988
181.534	60.152988
181.544	60.395672
181.553	60.152988
181.562	60.152988
181.573	60.152988
181.583	60.152988
181.592	60.152988
181.603	60.395672
181.613	60.152988
181.622	60.152988
181.633	60.152988
181.642	60.152988
181.652	60.152988
181.663	60.395672
181.672	60.152988
181.682	60.152988
181.693	60.152988
181.702	60.152988
181.713	60.152988
181.723	60.395672
181.732	60.152988
181.743	60.152988
181.754	60.152988
181.764	60.152988
181.773	60.152988
181.784	60.395672
181.794	60.152988
181.803	60.152988
181.814	60.152988
181.823	60.152988
181.833	60.152988
181.844	60.395672
181.853	60.152988
181.864	60.152988
181.874	60.152988
181.883	60.152988
181.894	60.152988
181.904	60.395672
181.913	60.152988
181.924	60.152988
181.933	60.152988
181.943	60.152988
181.954	60.152988
181.963	60.395672
181.973	60.152988
181.984	60.152988
181.993	60.152988
182.004	60.152988
182.014	60.152988
182.023	60.395672
182.034	60.152988
182.044	60.152988
182.053	60.152988
182.064	60.152988
182.073	60.152988
182.083	60.395672
182.094	60.152988
182.103	60.152988
182.114	60.152988
182.124	60.152988
182.133	60.152988
182.144	60.395672
182.154	60.152988
182.163	60.152988
182.174	60.152988
182.183	60.152988
182.193	60.152988
182.204	60.395672
182.213	60.152988
182.223	60.152988
182.234	60.152988
182.243	60.152988
182.254	60.152988
182.264	60.395672
182.273	60.152988
182.284	60.152988
182.294	60.152988
182.303	60.152988
182.314	60.152988
182.323	60.395672
182.333	60.152988
182.344	60.152988
182.353	60.152988
182.364	60.152988
182.374	60.152988
182.383	60.395672
182.394	60.152988
182.404	60.152988
182.413	60.152988
182.424	60.152988
182.433	60.152988
182.443	60.395672
182.454	60.152988
182.463	60.152988
182.473	60.152988
182.484	60.152988
182.493	60.152988
182.504	60.395672
182.514	60.152988
182.523	60.152988
182.534	60.152988
182.544	60.152988
182.553	60.152988
182.564	60.395672
182.573	60.152988
182.583	60.152988
182.594	60.152988
182.603	60.152988
182.614	60.152988
182.624	60.395672
182.633	60.152988
182.644	60.152988
182.654	60.152988
182.663	60.152988
182.674	60.152988
182.683	60.395672
182.693	60.152988
182.704	60.152988
182.713	60.152988
182.723	60.152988
182.734	60.152988
182.743	60.395672
182.754	60.152988
182.764	60.152988
182.773	60.152988
182.784	60.152988
182.794	60.152988
182.803	60.395672
182.814	60.152988
182.823	60.152988
182.833	60.152988
182.844	60.152988
182.853	60.152988
182.864	60.395672
182.874	60.152988
182.883	60.152988
182.894	60.152988
182.904	60.152988
182.913	60.152988
182.924	60.395672
182.933	60.152988
182.943	60.152988
182.954	60.152988
182.963	60.152988
182.973	60.152988
182.984	60.395672
182.993	60.152988
183.004	60.152988
183.014	60.152988
183.023	60.152988
183.034	60.152988
183.044	60.395672
183.053	60.152988
183.064	60.152988
183.073	60.152988
183.083	60.152988
183.094	60.152988
183.103	60.395672
183.114	60.152988
183.124	60.152988
183.133	60.152988
183.144	60.152988
183.154	60.152988
183.163	60.395672
183.174	60.152988
183.183	60.152988
183.193	60.152988
183.204	60.152988
183.213	60.152988
183.223	60.395672
183.234	60.152988
183.243	60.152988
183.254	60.152988
183.264	60.152988
183.273	60.152988
183.284	60.395672
183.294	60.152988
183.303	60.152988
183.314	60.152988
183.323	60.152988
183.333	60.152988
183.344	60.395672
183.353	60.152988
183.364	60.152988
183.374	60.152988
183.383	60.152988
183.394	60.152988
183.404	60.395672
183.413	60.152988
183.424	60.152988
183.433	60.152988
183.443	60.152988
183.454	60.152988
183.463	60.395672
183.473	60.152988
183.484	60.152988
183.493	60.152988
183.504	60.152988
183.514	60.152988
183.523	60.395672
183.534	60.152988
183.544	60.152988
183.553	60.152988
183.564	60.152988
183.573	60.152988
183.583	60.395672
183.594	60.152988
183.603	60.152988
183.614	60.152988
183.624	60.152988
183.633	60.152988
183.644	60.395672
183.654	60.152988
183.663	60.152988
183.674	60.152988
183.683	60.152988
183.693	60.152988
183.704	60.395672
183.713	60.152988
183.723	60.152988
183.734	60.152988
183.743	60.152988
183.754	60.152988
183.764	60.395672
183.773	60.152988
183.784	60.152988
183.794	60.152988
183.803	60.152988
183.814	60.152988
183.823	60.395672
183.833	60.152988
183.844	60.152988
183.853	60.152988
183.864	60.152988
183.874	60.152988
183.883	60.395672
183.894	60.152988
183.904	60.152988
183.913	60.152988
183.924	60.152988
183.933	60.152988
183.943	60.395672
183.954	60.152988
183.963	60.152988
183.973	60.152988
183.984	60.152988
183.993	60.152988
184.004	60.395672
184.014	60.152988
184.023	60.152988
184.034	60.152988
184.044	60.152988
184.053	60.152988
184.064	60.395672
184.073	60.152988
184.083	60.152988
184.094	60.152988
184.103	60.152988
184.114	60.152988
184.124	60.395672
184.133	60.152988
184.144	60.152988
184.154	60.152988
184.163	60.152988
184.174	60.152988
184.183	60.395672
184.193	60.152988
184.204	60.152988
184.213	60.152988
184.223	60.152988
184.234	60.152988
184.243	60.395672
184.254	60.152988
184.264	60.152988
184.273	60.152988
184.284	60.152988
184.294	60.152988
184.303	60.395672
184.314	60.152988
184.323	60.152988
184.333	60.152988
184.344	60.152988
184.353	60.152988
184.364	60.395672
184.374	60.152988
184.383	60.152988
184.394	60.152988
184.404	60.152988
184.413	60.152988
184.424	60.395672
184.433	60.152988
184.443	60.152988
184.454	60.152988
184.463	60.152988
184.473	60.152988
184.484	60.395672
184.493	60.152988
184.504	60.152988
184.514	60.152988
184.523	60.152988
184.534	60.152988
184.544	60.395672
184.553	60.152988
184.564	60.152988
184.573	60.152988
184.583	60.152988
184.594	60.152988
184.603	60.395672
184.614	60.152988
184.624	60.152988
184.633	60.152988
184.644	60.152988
184.654	60.152988
184.663	60.395672
184.674	60.152988
184.683	60.152988
184.693	60.152988
184.704	60.152988
184.713	60.152988
184.723	60.395672
184.734	60.152988
184.743	60.152988
184.754	60.152988
184.764	60.152988
184.773	60.152988
184.784	60.395672
184.794	60.152988
184.803	60.152988
184.814	60.152988
184.823	60.152988
184.833	60.152988
184.844	60.395672
184.853	60.152988
184.864	60.152988
184.874	60.152988
184.883	60.152988
184.894	60.152988
184.904	60.395672
184.913	60.152988
184.924	60.152988
184.933	60.152988
184.943	60.152988
184.954	60.152988
184.963	60.395672
184.973	60.152988
184.984	60.152988
184.993	60.152988
185.004	60.152988
185.014	60.152988
185.023	60.395672
185.034	60.152988
185.044	60.152988
185.053	60.152988
185.064	60.152988
185.073	60.152988
185.083	60.395672
185.094	60.152988
185.103	60.152988
185.114	60.152988
185.124	60.152988
185.133	60.152988
185.144	60.395672
185.154	60.152988
185.163	60.152988
185.174	60.152988
185.183	60.152988
185.193	60.152988
185.204	60.395672
185.213	60.152988
185.223	60.152988
185.234	60.152988
185.243	60.152988
185.254	60.152988
185.264	60.395672
185.273	60.152988
185.284	60.152988
185.294	60.152988
185.303	60.152988
185.314	60.152988
185.323	60.395672
185.333	60.152988
185.344	60.152988
185.353	60.152988
185.364	60.152988
185.374	60.152988
185.383	60.395672
185.394	60.152988
185.404	60.152988
185.413	60.152988
185.424	60.152988
185.433	60.152988
185.443	60.395672
185.454	60.152988
185.463	61.103489
185.473	60.152988
185.484	60.152988
185.493	60.152988
185.504	60.395672
185.514	60.152988
185.523	60.152988
185.534	60.152988
185.544	60.152988
185.553	60.152988
185.564	60.395672
185.573	60.152988
185.583	60.152988
185.594	60.152988
185.603	60.152988
185.614	60.152988
185.624	60.395672
185.633	60.152988
185.644	60.152988
185.654	60.152988
185.663	60.152988
185.674	60.152988
185.683	60.395672
185.693	60.152988
185.704	60.152988
185.713	60.152988
185.723	60.152988
185.734	60.152988
185.743	60.395672
185.754	60.152988
185.764	60.152988
185.773	60.152988
185.784	60.152988
185.794	60.152988
185.803	60.395672
185.814	60.152988
185.823	60.152988
185.833	60.152988
185.844	60.152988
185.853	60.152988
185.864	60.395672
185.874	60.152988
185.883	60.152988
185.894	60.152988
185.904	60.152988
185.913	60.152988
185.924	60.395672
185.933	60.152988
185.943	60.152988
185.954	60.152988
185.963	60.152988
185.973	60.152988
185.984	60.395672
185.993	60.152988
186.004	60.152988
186.014	60.152988
186.023	60.152988
186.034	60.152988
186.044	60.395672
186.053	60.152988
186.064	60.152988
186.073	60.152988
186.083	60.152988
186.094	60.152988
186.103	60.395672
186.114	60.152988
186.124	60.152988
186.133	60.152988
186.144	60.152988
186.154	60.152988
186.163	60.395672
186.174	60.152988
186.183	60.152988
186.193	60.152988
186.204	60.152988
186.213	60.152988
186.223	60.395672
186.234	60.152988
186.243	60.152988
186.254	60.152988
186.264	60.152988
186.273	60.152988
186.284	60.395672
186.294	60.152988
186.303	60.152988
186.314	60.152988
186.323	60.152988
186.333	60.152988
186.344	60.395672
186.353	60.152988
186.364	60.152988
186.374	60.152988
186.383	60.152988
186.394	60.152988
186.404	60.395672
186.413	60.152988
186.424	60.152988
186.433	60.152988
186.443	60.152988
186.454	60.152988
186.463	60.395672
186.473	60.152988
186.484	60.152988
186.493	60.152988
186.504	60.152988
186.514	60.152988
186.523	60.395672
186.534	60.152988
186.544	60.152988
186.553	60.152988
186.564	60.152988
186.573	60.152988
186.583	60.395672
186.594	60.152988
186.603	60.152988
186.614	60.152988
186.624	60.152988
186.633	60.152988
186.644	60.395672
186.654	60.152988
186.663	60.152988
186.674	60.152988
186.683	60.152988
186.693	60.152988
186.704	60.395672
186.713	60.152988
186.723	60.152988
186.734	60.152988
186.743	60.152988
186.754	60.152988
186.764	60.395672
186.773	60.152988
186.784	60.152988
186.794	60.152988
186.803	60.152988
186.814	60.152988
186.823	60.395672
186.833	60.152988
186.844	60.152988
186.853	60.152988
186.864	60.152988
186.874	60.152988
186.883	60.395672
186.894	60.152988
186.904	60.152988
186.913	60.152988
186.924	60.152988
186.933	60.152988
186.943	60.395672
186.954	60.152988
186.963	60.152988
186.973	60.152988
186.984	60.152988
186.993	60.152988
187.004	60.395672
187.014	60.152988
187.023	60.152988
187.034	60.152988
187.044	60.152988
187.053	60.152988
187.064	60.395672
187.073	60.152988
187.083	60.152988
187.094	60.152988
187.103	60.152988
187.114	60.152988
187.124	60.395672
187.133	60.152988
187.144	60.152988
187.154	60.152988
187.163	60.152988
187.174	60.152988
187.183	60.395672
187.193	60.152988
187.204	60.152988
187.213	60.152988
187.223	60.152988
187.234	60.152988
187.243	60.395672
187.254	60.152988
187.264	60.152988
187.273	60.152988
187.284	60.152988
187.294	60.152988
187.303	60.395672
187.314	60.152988
187.323	60.152988
187.333	60.152988
187.344	60.152988
187.353	60.152988
187.364	60.395672
187.374	60.152988
187.383	60.152988
187.394	60.152988
187.404	60.152988
187.413	60.152988
187.424	60.395672
187.433	60.152988
187.443	60.152988
187.454	60.152988
187.463	60.152988
187.473	60.152988
187.484	60.395672
187.493	60.152988
187.504	60.152988
187.514	60.152988
187.523	60.152988
187.534	60.152988
187.544	60.395672
187.553	60.152988
187.564	60.152988
187.573	60.152988
187.583	60.152988
187.594	60.152988
187.603	60.395672
187.614	60.152988
187.624	60.152988
187.633	60.152988
187.644	60.152988
187.654	60.152988
187.663	60.395672
187.674	60.152988
187.683	60.152988
187.693	60.152988
187.704	60.152988
187.713	60.152988
187.723	60.395672
187.734	60.152988
187.743	60.152988
187.754	60.152988
187.764	60.152988
187.773	60.152988
187.784	60.395672
187.794	60.152988
187.803	60.152988
187.814	60.152988
187.823	60.152988
187.833	60.152988
187.844	60.395672
187.853	60.152988
187.864	60.152988
187.874	60.152988
187.883	60.152988
187.894	60.152988
187.904	60.395672
187.913	60.152988
187.924	60.152988
187.933	60.152988
187.943	60.152988
187.954	60.152988
187.963	60.395672
187.973	60.152988
187.984	60.152988
187.993	60.152988
188.004	60.152988
188.014	60.152988
188.023	60.395672
188.034	60.152988
188.044	60.152988
188.053	60.152988
188.064	60.152988
188.073	60.152988
188.083	60.395672
188.094	60.152988
188.103	60.152988
188.114	60.152988
188.124	60.152988
188.133	60.152988
188.144	60.395672
188.154	60.152988
188.163	60.152988
188.174	60.152988
188.183	60.152988
188.193	60.152988
188.204	60.395672
188.213	60.152988
188.223	60.152988
188.234	60.152988
188.243	60.152988
188.254	60.152988
188.264	60.395672
188.273	60.152988
188.284	60.152988
188.294	60.152988
188.303	60.152988
188.314	60.152988
188.323	60.395672
188.333	60.152988
188.344	60.152988
188.353	60.152988
188.364	60.152988
188.374	60.152988
188.383	60.395672
188.394	60.152988
188.404	60.152988
188.413	60.152988
188.424	60.152988
188.433	60.152988
188.443	60.395672
188.454	60.152988
188.463	60.152988
188.473	60.152988
188.484	60.152988
188.493	60.152988
188.504	60.395672
188.514	60.152988
188.523	60.152988
188.534	60.152988
188.544	60.152988
188.553	60.152988
188.564	60.395672
188.573	60.152988
188.583	60.152988
188.594	60.152988
188.603	60.152988
188.614	60.152988
188.624	60.395672
188.633	60.152988
188.644	60.152988
188.654	60.152988
188.663	60.152988
188.674	60.152988
188.683	60.395672
188.693	60.152988
188.704	60.152988
188.713	60.152988
188.723	60.152988
188.734	60.152988
188.743	60.395672
188.754	60.152988
188.764	60.152988
188.773	60.152988
188.784	60.152988
188.794	60.152988
188.803	60.395672
188.814	60.152988
188.823	60.152988
188.833	60.152988
188.844	60.152988
188.853	60.152988
188.864	60.395672
188.874	60.152988
188.883	60.152988
188.894	60.152988
188.904	60.152988
188.913	60.152988
188.924	60.395672
188.933	60.152988
188.943	60.152988
188.954	60.152988
188.963	60.152988
188.973	60.152988
188.984	60.395672
188.993	60.152988
189.004	60.152988
189.014	60.152988
189.023	60.152988
189.034	60.152988
189.044	60.395672
189.053	60.152988
189.064	60.152988
189.073	60.152988
189.083	60.152988
189.094	60.152988
189.103	60.395672
189.114	60.152988
189.124	60.152988
189.133	60.152988
189.144	60.152988
189.154	60.152988
189.163	60.395672
189.174	60.152988
189.183	60.152988
189.193	60.152988
189.204	60.152988
189.213	60.152988
189.223	60.395672
189.234	60.152988
189.243	60.152988
189.254	60.152988
189.264	60.152988
189.273	60.152988
189.284	60.395672
189.294	60.152988
189.303	60.152988
189.314	60.152988
189.323	60.152988
189.333	60.152988
189.344	60.395672
189.353	60.152988
189.364	60.152988
189.374	60.152988
189.383	60.152988
189.394	60.152988
189.404	60.395672
189.413	60.152988
189.424	60.152988
189.433	60.152988
189.443	60.152988
189.454	60.152988
189.463	60.395672
189.473	60.152988
189.484	60.152988
189.493	60.152988
189.504	60.152988
189.514	60.152988
189.523	60.395672
189.534	60.152988
189.544	60.152988
189.553	60.152988
189.564	60.152988
189.573	60.152988
189.583	60.395672
189.594	60.152988
189.603	60.152988
189.614	60.152988
189.624	60.152988
189.633	60.152988
189.644	60.395672
189.654	60.152988
189.663	60.152988
189.674	60.152988
189.683	60.152988
189.693	60.152988
189.704	60.395672
189.713	60.152988
189.723	60.152988
189.734	60.152988
189.743	60.152988
189.754	60.152988
189.764	60.395672
189.773	60.152988
189.784	60.152988
189.794	60.152988
189.803	60.152988
189.814	60.152988
189.823	60.395672
189.833	60.152988
189.844	60.152988
189.853	60.152988
189.864	60.152988
189.874	60.152988
189.883	60.395672
189.894	60.152988
189.904	60.152988
189.913	60.152988
189.924	60.152988
189.933	60.152988
189.943	60.395672
189.954	60.152988
189.963	60.152988
189.973	60.152988
189.984	60.152988
189.993	60.152988
190.004	60.395672
190.014	60.152988
190.023	60.152988
190.034	60.152988
190.044	60.152988
190.053	60.152988
190.064	60.395672
190.073	60.152988
190.083	60.152988
190.094	60.152988
190.103	60.152988
190.114	60.152988
190.124	60.395672
190.133	60.152988
190.144	60.152988
190.154	60.152988
190.163	60.152988
190.174	60.152988
190.183	60.395672
190.193	60.152988
190.204	60.152988
190.213	60.152988
190.223	60.152988
190.234	60.152988
190.243	60.395672
190.254	60.152988
190.264	60.152988
190.273	60.152988
190.284	60.152988
190.294	60.152988
190.303	60.395672
190.314	60.152988
190.323	60.152988
190.333	60.152988
190.344	60.152988
190.353	60.152988
190.364	60.395672
190.374	60.152988
190.383	60.395672
190.394	60.152988
190.404	60.152988
190.413	60.152988
190.424	60.395672
190.433	60.152988
190.443	60.395672
190.454	60.395672
190.463	60.152988
190.473	60.152988
190.484	60.395672
190.493	60.152988
190.504	60.395672
190.514	60.152988
190.523	60.152988
190.534	60.152988
190.544	60.395672
190.553	60.152988
190.564	60.395672
190.573	60.152988
190.583	60.152988
190.594	60.152988
190.603	60.395672
190.614	60.152988
190.624	60.395672
190.633	60.152988
190.644	60.152988
190.654	60.152988
190.663	60.395672
190.674	60.152988
190.683	60.395672
190.693	60.152988
190.704	60.152988
190.713	60.152988
190.723	60.395672
190.734	60.152988
190.743	60.395672
190.754	60.152988
190.764	60.152988
190.773	60.152988
190.784	60.395672
190.794	60.152988
190.803	60.395672
190.814	60.152988
190.823	60.152988
190.833	60.152988
190.844	60.395672
190.853	60.152988
190.864	60.395672
190.874	60.152988
190.883	60.152988
190.894	60.152988
190.904	60.395672
190.913	60.152988
190.924	60.395672
190.933	60.152988
190.943	60.152988
190.954	60.152988
190.963	60.395672
190.973	60.152988
190.984	60.395672
190.993	60.152988
191.004	60.152988
191.014	60.152988
191.023	60.395672
191.034	60.152988
191.044	60.395672
191.053	60.152988
191.064	60.152988
191.073	60.152988
191.083	60.395672
191.094	60.152988
191.103	60.395672
191.114	60.152988
191.124	60.152988
191.133	60.152988
191.144	60.395672
191.154	60.152988
191.163	60.395672
191.174	60.152988
191.183	60.152988
191.193	60.152988
191.204	60.395672
191.213	60.152988
191.223	60.395672
191.234	60.152988
191.243	60.152988
191.254	60.152988
191.264	60.395672
191.273	60.152988
191.284	60.395672
191.294	60.152988
191.303	60.152988
191.314	60.152988
191.323	60.395672
191.333	60.152988
191.344	60.395672
191.353	60.152988
191.364	60.152988
191.374	60.152988
191.383	60.395672
191.394	60.152988
191.404	60.395672
191.413	60.152988
191.424	60.152988
191.433	60.152988
191.443	60.395672
191.454	60.152988
191.463	60.395672
191.473	60.152988
191.484	60.152988
191.493	60.152988
191.504	60.395672
191.514	60.152988
191.523	60.395672
191.534	60.152988
191.544	60.152988
191.553	60.152988
191.564	60.395672
191.573	60.152988
191.583	60.395672
191.594	60.152988
191.603	60.152988
191.614	60.152988
191.624	60.395672
191.633	60.152988
191.644	60.395672
191.654	60.152988
191.663	60.152988
191.674	60.152988
191.683	60.395672
191.693	60.152988
191.704	60.395672
191.713	60.152988
191.723	60.152988
191.734	60.152988
191.743	60.395672
191.754	60.152988
191.764	60.395672
191.773	60.152988
191.784	60.152988
191.794	60.152988
191.803	60.395672
191.814	60.152988
191.823	60.395672
191.833	60.152988
191.844	60.152988
191.853	60.152988
191.864	60.395672
191.874	60.152988
191.883	60.395672
191.894	60.152988
191.904	60.152988
191.913	60.152988
191.924	60.395672
191.933	60.152988
191.943	60.395672
191.954	60.152988
191.963	60.152988
191.973	60.152988
191.984	60.395672
191.993	60.152988
192.004	60.395672
192.014	60.152988
192.023	60.152988
192.034	60.152988
192.044	60.395672
192.053	60.152988
192.064	60.395672
192.073	60.152988
192.083	60.152988
192.094	60.152988
192.103	60.395672
192.114	60.152988
192.124	60.395672
192.133	60.152988
192.144	60.152988
192.154	60.152988
192.163	60.395672
192.174	60.152988
192.183	60.395672
192.193	60.152988
192.204	60.152988
192.213	60.152988
192.223	60.395672
192.234	60.152988
192.243	60.395672
192.254	60.152988
192.264	60.152988
192.273	60.152988
192.284	60.395672
192.294	60.152988
192.303	60.395672
192.314	60.152988
192.323	60.152988
192.333	60.152988
192.344	60.395672
192.353	60.152988
192.364	60.395672
192.374	60.152988
192.383	60.152988
192.394	60.152988
192.404	60.395672
192.413	60.152988
192.424	60.395672
192.433	60.152988
192.443	60.152988
192.454	60.152988
192.463	60.395672
192.473	60.152988
192.484	60.395672
192.493	60.152988
192.504	60.152988
192.514	60.152988
192.523	60.395672
192.534	60.152988
192.544	60.395672
192.553	60.152988
192.564	60.152988
192.573	60.152988
192.583	60.395672
192.594	60.152988
192.603	60.395672
192.614	60.395672
192.624	60.152988
192.633	60.152988
192.644	60.395672
192.654	60.152988
192.663	60.395672
192.674	60.152988
192.683	60.152988
192.693	60.152988
192.704	60.395672
192.713	60.152988
192.723	60.395672
192.734	60.152988
192.743	60.152988
192.754	60.152988
192.764	60.395672
192.773	60.152988
192.784	60.395672
192.794	60.152988
192.803	60.152988
192.814	60.152988
192.823	60.395672
192.833	60.152988
192.844	60.395672
192.853	60.152988
192.864	60.152988
192.874	60.152988
192.883	60.395672
192.894	60.152988
192.904	60.395672
192.913	60.152988
192.924	60.152988
192.933	60.152988
192.943	60.395672
192.954	60.152988
192.963	60.395672
192.973	60.152988
192.984	60.152988
192.993	60.152988
193.004	60.395672
193.014	60.152988
193.023	60.395672
193.034	60.152988
193.044	60.152988
193.053	60.152988
193.064	60.395672
193.073	60.152988
193.083	60.395672
193.094	60.152988
193.103	60.152988
193.114	60.152988
193.124	60.395672
193.133	60.152988
193.144	60.395672
193.154	60.152988
193.163	60.152988
193.174	60.152988
193.183	60.395672
193.193	60.152988
193.204	60.395672
193.213	60.152988
193.223	60.152988
193.234	60.152988
193.243	60.395672
193.254	60.152988
193.264	60.395672
193.273	60.152988
193.284	60.152988
193.294	60.152988
193.303	60.395672
193.314	60.152988
193.323	60.395672
193.333	60.152988
193.344	60.152988
193.353	60.152988
193.364	60.395672
193.374	60.152988
193.383	60.395672
193.394	60.152988
193.404	60.152988
193.413	60.152988
193.424	60.395672
193.433	60.152988
193.443	60.395672
193.454	60.152988
193.463	60.152988
193.473	60.152988
193.484	60.395672
193.493	60.152988
193.504	60.395672
193.514	60.152988
193.523	60.152988
193.534	60.152988
193.544	60.395672
193.553	60.152988
193.564	60.395672
193.573	60.152988
193.583	60.152988
193.594	60.152988
193.603	60.395672
193.614	60.152988
193.624	60.395672
193.633	60.152988
193.644	60.152988
193.654	60.152988
193.663	60.395672
193.674	60.152988
193.683	60.395672
193.693	60.152988
193.704	60.152988
193.713	60.152988
193.723	60.395672
193.734	60.152988
193.743	60.395672
193.754	60.152988
193.764	60.152988
193.773	60.152988
193.784	60.395672
193.794	60.152988
193.803	60.395672
193.814	60.152988
193.823	60.152988
193.833	60.152988
193.844	60.395672
193.853	60.152988
193.864	60.395672
193.874	60.152988
193.883	60.152988
193.894	60.152988
193.904	60.395672
193.913	60.152988
193.924	60.395672
193.933	60.152988
193.943	60.152988
193.954	60.152988
193.963	60.395672
193.973	60.152988
193.984	60.395672
193.993	60.395672
194.004	60.152988
194.014	60.152988
194.023	60.395672
194.034	60.152988
194.044	60.395672
194.053	60.152988
194.064	60.152988
194.073	60.152988
194.083	60.395672
194.094	60.152988
194.103	60.395672
194.114	60.152988
194.124	60.152988
194.133	60.152988
194.144	60.395672
194.154	60.152988
194.163	60.395672
194.174	60.152988
194.183	60.152988
194.193	60.152988
194.204	60.395672
194.213	60.152988
194.223	60.395672
194.234	60.152988
194.243	60.152988
194.254	60.152988
194.264	60.395672
194.273	60.152988
194.284	60.395672
194.294	60.152988
194.303	60.152988
194.314	60.152988
194.323	60.395672
194.333	60.152988
194.344	60.395672
194.353	60.152988
194.364	60.152988
194.374	60.152988
194.383	60.395672
194.394	60.152988
194.404	60.395672
194.413	60.152988
194.424	60.152988
194.433	60.152988
194.443	60.395672
194.454	60.152988
194.463	60.395672
194.473	60.152988
194.484	60.152988
194.493	60.152988
194.504	60.395672
194.514	60.152988
194.523	60.395672
194.534	60.152988
194.544	60.152988
194.553	60.152988
194.564	60.395672
194.573	60.152988
194.583	60.395672
194.594	60.152988
194.603	60.152988
194.614	60.152988
194.624	60.395672
194.633	60.152988
194.644	60.395672
194.654	60.152988
194.663	60.152988
194.674	60.152988
194.683	60.395672
194.693	60.152988
194.704	60.395672
194.713	60.152988
194.723	60.152988
194.734	60.152988
194.743	60.395672
194.754	60.152988
194.764	60.395672
194.773	60.152988
194.784	60.152988
194.794	60.152988
194.803	60.395672
194.814	60.152988
194.823	60.395672
194.833	60.152988
194.844	60.152988
194.853	60.152988
194.864	60.395672
194.874	60.152988
194.883	60.395672
194.894	60.152988
194.904	60.152988
194.913	60.152988
194.924	60.395672
194.933	60.152988
194.943	60.395672
194.954	60.152988
194.963	60.152988
194.973	60.152988
194.984	60.395672
194.993	60.152988
195.004	60.395672
195.014	60.152988
195.023	60.152988
195.034	60.152988
195.044	60.395672
195.053	60.152988
195.064	60.395672
195.073	60.152988
195.083	60.152988
195.094	60.152988
195.103	60.395672
195.114	60.152988
195.124	60.395672
195.133	60.152988
195.144	60.152988
195.154	60.152988
195.163	60.395672
195.174	60.152988
195.183	60.395672
195.193	60.152988
195.204	60.152988
195.213	60.152988
195.223	60.395672
195.234	60.152988
195.243	60.395672
195.254	60.152988
195.264	60.152988
195.273	60.152988
195.284	60.395672
195.294	60.152988
195.303	60.395672
195.314	60.152988
195.323	60.152988
195.333	60.152988
195.344	60.395672
195.353	60.152988
195.364	60.395672
195.374	60.152988
195.383	60.152988
195.394	60.152988
195.404	60.395672
195.413	60.152988
195.424	60.395672
195.433	60.152988
195.443	60.152988
195.454	60.152988
195.463	60.395672
195.473	60.152988
195.484	60.395672
195.493	60.152988
195.504	60.152988
195.514	60.152988
195.523	60.395672
195.534	60.152988
195.544	60.395672
195.553	60.152988
195.564	60.152988
195.573	60.152988
195.583	60.395672
195.594	60.152988
195.603	60.395672
195.614	60.152988
195.624	60.152988
195.633	60.152988
195.644	60.395672
195.654	60.152988
195.663	60.395672
195.674	60.152988
195.683	60.152988
195.693	60.152988
195.704	60.395672
195.713	60.152988
195.723	60.395672
195.734	60.152988
195.743	60.152988
195.754	60.152988
195.764	60.395672
195.773	60.152988
195.784	60.395672
195.794	60.152988
195.803	60.152988
195.814	60.152988
195.823	60.395672
195.833	60.152988
195.844	60.395672
195.853	60.152988
195.864	60.152988
195.874	60.152988
195.883	60.395672
195.894	60.152988
195.904	60.395672
195.913	60.152988
195.924	60.152988
195.933	60.152988
195.943	60.395672
195.954	60.152988
195.963	60.395672
195.973	60.152988
195.984	60.152988
195.993	60.152988
196.004	60.395672
196.014	60.152988
196.023	60.395672
196.034	60.152988
196.044	60.152988
196.053	60.152988
196.064	60.395672
196.073	60.152988
196.083	60.395672
196.094	60.395672
196.103	60.152988
196.114	60.152988
196.124	60.395672
196.133	60.152988
196.144	60.395672
196.154	60.152988
196.163	60.152988
196.174	60.152988
196.183	60.395672
196.193	60.152988
196.204	60.395672
196.213	60.152988
196.223	60.152988
196.234	60.152988
196.243	60.395672
196.254	60.152988
196.264	60.395672
196.273	60.152988
196.284	60.152988
196.294	60.152988
196.303	60.395672
196.314	60.152988
196.323	60.395672
196.333	60.152988
196.344	60.152988
196.353	60.152988
196.364	60.395672
196.374	60.152988
196.383	60.395672
196.394	60.152988
196.404	60.152988
196.413	60.152988
196.424	60.395672
196.433	60.152988
196.443	60.395672
196.454	60.152988
196.463	60.152988
196.473	60.152988
196.484	60.395672
196.493	60.152988
196.504	60.395672
196.514	60.152988
196.523	60.152988
196.534	60.152988
196.544	60.395672
196.553	60.152988
196.564	60.395672
196.573	60.152988
196.583	60.152988
196.594	60.152988
196.603	60.395672
196.614	60.152988
196.624	60.395672
196.633	60.152988
196.644	60.152988
196.654	60.152988
196.663	60.395672
196.674	60.152988
196.683	60.395672
196.693	60.152988
196.704	60.152988
196.713	60.152988
